date,city,state,weather,road_type,visibility,traffic_density,festival,cause,day_of_week,hour,is_weekend,is_peak_hour,temperature,lanes,traffic_signal,vehicles_involved,casualties,risk_score,latitude,longitude,accident_severity
2025-05-14,Kolkata,West Bengal,Rainy,Rural,Low,High,None,Poor Road Condition,Wednesday,23,0,0,13,4,0,4,2,73.43,22.67812,88.313873,major
2025-08-28,Chennai,Tamil Nadu,Rainy,Urban,Low,Medium,Holi,Over-speeding,Thursday,9,0,1,36,3,0,1,0,86.48,12.954996,80.114163,fatal
2024-04-29,Hyderabad,Telangana,Cloudy,Urban,High,Medium,Diwali,Poor Road Condition,Monday,3,0,0,39,4,0,2,0,34.01,17.317823,78.598052,minor
2024-05-12,Kolkata,West Bengal,Rainy,Rural,Medium,High,Eid,Drunk Driving,Sunday,7,1,0,42,3,0,4,2,20.27,22.629088,88.425695,minor
2025-01-23,Delhi,Delhi,Rainy,Rural,Low,Low,Christmas,Over-speeding,Thursday,20,0,0,18,4,1,1,2,64.52,28.549016,77.38599,major
2024-06-02,Hyderabad,Telangana,Clear,Urban,Medium,High,None,Drunk Driving,Sunday,6,1,0,18,3,1,5,3,36.72,17.223442,78.518588,fatal
2024-10-05,Jaipur,Rajasthan,Rainy,Urban,Low,Medium,Eid,Poor Road Condition,Saturday,2,1,0,42,6,0,5,0,29.84,27.024188,75.819374,fatal
2024-09-29,Pune,Maharashtra,Cloudy,Rural,Medium,Low,None,Speeding,Sunday,4,1,0,36,6,0,2,2,72.4,18.476806,73.749991,minor
2025-08-04,Delhi,Delhi,Clear,Highway,High,Medium,None,Poor Road Condition,Monday,0,0,0,38,1,0,2,3,84.74,28.736164,77.098888,major
2025-04-04,Kolkata,West Bengal,Rainy,Highway,Low,Low,Holi,Over-speeding,Friday,19,0,1,41,6,1,1,3,87.89,22.404694,88.288968,minor
2025-01-24,Delhi,Delhi,Cloudy,Highway,Medium,High,Christmas,Poor Road Condition,Friday,22,0,0,12,3,0,2,0,76.05,28.425694,77.196505,fatal
2025-11-21,Chennai,Tamil Nadu,Foggy,Rural,High,Low,None,Distracted Driving,Friday,11,0,0,17,1,0,5,4,67.65,12.927695,80.372907,fatal
2024-02-07,Kolkata,West Bengal,Cloudy,Highway,Low,Medium,Diwali,Speeding,Wednesday,8,0,1,42,6,0,5,0,36.55,22.762686,88.384291,minor
2025-09-10,Delhi,Delhi,Clear,Urban,Medium,Medium,Eid,Drunk Driving,Wednesday,1,0,0,11,5,1,4,1,40.16,28.796788,77.143655,minor
2025-11-29,Mumbai,Maharashtra,Clear,Urban,High,High,Christmas,Drunk Driving,Saturday,1,1,0,33,3,1,1,1,90.75,19.266772,73.022689,minor
2024-06-13,Pune,Maharashtra,Foggy,Urban,Medium,High,None,Drunk Driving,Thursday,15,0,0,22,1,0,2,2,47.92,18.655483,73.884196,minor
2025-05-11,Bengaluru,Karnataka,Cloudy,Rural,Low,Medium,Holi,Speeding,Sunday,8,1,1,34,6,1,5,2,99.46,12.903433,77.573143,major
2024-01-06,Jaipur,Rajasthan,Cloudy,Rural,Low,Low,Eid,Distracted Driving,Saturday,10,1,1,21,5,0,2,4,51.25,26.725858,75.79344,minor
2025-06-05,Mumbai,Maharashtra,Foggy,Rural,Low,High,None,Distracted Driving,Thursday,8,0,1,25,3,1,2,0,96.25,19.265001,72.873425,minor
2025-10-03,Mumbai,Maharashtra,Cloudy,Rural,Low,High,Holi,Over-speeding,Friday,16,0,0,30,1,1,1,4,49.69,19.031357,72.70198,minor
2024-12-07,Delhi,Delhi,Clear,Urban,Low,Medium,Christmas,Speeding,Saturday,11,1,0,17,2,1,1,2,58.17,28.500873,77.025581,fatal
2025-01-03,Mumbai,Maharashtra,Foggy,Rural,High,Low,Christmas,Poor Road Condition,Friday,17,0,1,14,6,0,3,0,78.06,18.919684,72.984606,major
2025-09-05,Delhi,Delhi,Rainy,Rural,High,High,Eid,Over-speeding,Friday,14,0,0,28,5,1,1,2,21.41,28.72281,77.090056,minor
2025-03-26,Chennai,Tamil Nadu,Rainy,Urban,High,High,None,Poor Road Condition,Wednesday,6,0,0,19,5,1,2,1,62.88,13.030204,80.379967,minor
2025-02-17,Hyderabad,Telangana,Foggy,Urban,Low,High,Eid,Over-speeding,Monday,13,0,0,11,2,1,2,3,80.2,17.319464,78.302387,fatal
2025-10-19,Delhi,Delhi,Clear,Urban,Low,Medium,Christmas,Drunk Driving,Sunday,8,1,1,12,4,1,1,0,54.68,28.758986,77.391566,major
2025-09-28,Chennai,Tamil Nadu,Rainy,Highway,Low,Medium,Holi,Over-speeding,Sunday,23,1,0,11,6,1,5,4,39.32,13.075845,80.247522,minor
2024-11-03,Delhi,Delhi,Foggy,Rural,Low,Low,Christmas,Poor Road Condition,Sunday,5,1,0,29,2,0,2,0,53.38,28.656749,77.154941,minor
2025-12-15,Kolkata,West Bengal,Cloudy,Urban,Low,Low,Diwali,Drunk Driving,Monday,11,0,0,14,5,1,2,3,49.12,22.706728,88.509395,minor
2024-10-17,Hyderabad,Telangana,Foggy,Urban,Low,Low,None,Over-speeding,Thursday,7,0,0,14,2,1,5,1,24.41,17.297117,78.373949,minor
2024-07-04,Chennai,Tamil Nadu,Clear,Highway,Low,High,Eid,Over-speeding,Thursday,16,0,0,28,2,1,1,0,55.39,13.187642,80.40482,major
2025-07-11,Pune,Maharashtra,Foggy,Rural,Medium,Medium,Christmas,Distracted Driving,Friday,9,0,1,19,5,1,4,2,35.6,18.358514,73.700878,fatal
2025-04-04,Kolkata,West Bengal,Cloudy,Highway,High,Medium,Holi,Distracted Driving,Friday,17,0,1,9,6,1,3,1,92.82,22.603634,88.397548,minor
2025-09-24,Delhi,Delhi,Cloudy,Urban,High,Medium,Holi,Over-speeding,Wednesday,0,0,0,14,3,1,1,2,52.49,28.771781,77.035702,major
2024-08-06,Chennai,Tamil Nadu,Rainy,Highway,High,High,None,Distracted Driving,Tuesday,12,0,0,8,4,1,1,3,89.78,13.086763,80.103266,minor
2024-12-17,Chennai,Tamil Nadu,Cloudy,Rural,Medium,Low,None,Speeding,Tuesday,23,0,0,36,5,0,1,4,39.78,13.217326,80.349313,major
2025-06-04,Delhi,Delhi,Cloudy,Urban,Medium,Low,Diwali,Speeding,Wednesday,17,0,1,41,6,1,5,3,37.14,28.549328,77.223181,major
2025-04-17,Pune,Maharashtra,Rainy,Rural,Medium,Medium,Christmas,Drunk Driving,Thursday,22,0,0,10,2,1,3,4,64.84,18.706484,73.914092,minor
2024-07-18,Chennai,Tamil Nadu,Foggy,Urban,Medium,Medium,Christmas,Distracted Driving,Thursday,5,0,0,27,5,1,4,4,55.5,12.899973,80.144117,minor
2024-06-13,Delhi,Delhi,Foggy,Urban,Low,High,Christmas,Speeding,Thursday,9,0,1,18,6,0,4,0,76.59,28.465962,77.37285,major
2024-05-28,Delhi,Delhi,Clear,Rural,Medium,High,Christmas,Distracted Driving,Tuesday,8,0,1,40,3,0,5,3,64.64,28.587719,77.317469,minor
2024-09-17,Mumbai,Maharashtra,Clear,Urban,Low,Medium,Christmas,Speeding,Tuesday,18,0,1,13,3,1,1,0,97.36,19.130083,72.891357,minor
2025-11-20,Kolkata,West Bengal,Foggy,Rural,High,Medium,Diwali,Speeding,Thursday,4,0,0,28,1,1,5,2,61.45,22.426747,88.408015,minor
2025-01-10,Pune,Maharashtra,Foggy,Highway,High,Medium,Eid,Over-speeding,Friday,18,0,1,11,5,1,3,4,28.17,18.635955,73.834455,fatal
2025-02-22,Pune,Maharashtra,Foggy,Rural,High,Low,Eid,Over-speeding,Saturday,13,1,0,9,2,0,2,2,82.78,18.648731,73.998349,minor
2025-04-02,Hyderabad,Telangana,Rainy,Rural,Medium,High,Christmas,Distracted Driving,Wednesday,4,0,0,14,2,0,3,3,62.49,17.333662,78.542003,major
2025-07-16,Jaipur,Rajasthan,Foggy,Rural,Low,Medium,Diwali,Speeding,Wednesday,1,0,0,26,2,0,4,4,92.54,26.74097,75.77606,minor
2025-04-08,Jaipur,Rajasthan,Cloudy,Urban,High,Medium,Diwali,Poor Road Condition,Tuesday,19,0,1,23,1,0,4,0,70.89,26.911428,75.84576,major
2024-11-09,Kolkata,West Bengal,Foggy,Highway,Low,High,Eid,Speeding,Saturday,8,1,1,22,1,0,4,4,58.86,22.763911,88.261838,major
2024-04-19,Mumbai,Maharashtra,Foggy,Highway,Low,Low,None,Over-speeding,Friday,10,0,1,12,2,1,5,3,90.37,18.948186,72.729947,fatal
2024-10-05,Pune,Maharashtra,Rainy,Urban,High,Medium,None,Drunk Driving,Saturday,18,1,1,22,5,1,1,0,21.96,18.690598,73.880496,minor
2025-04-08,Delhi,Delhi,Foggy,Rural,Low,Low,None,Poor Road Condition,Tuesday,9,0,1,19,4,1,2,3,97.63,28.665836,77.165284,major
2024-11-20,Bengaluru,Karnataka,Foggy,Highway,Medium,High,None,Drunk Driving,Wednesday,0,0,0,30,2,0,3,1,97.32,12.774661,77.418784,major
2025-02-21,Delhi,Delhi,Cloudy,Rural,Low,High,Christmas,Drunk Driving,Friday,6,0,0,36,3,1,1,4,51.51,28.734454,77.160337,minor
2024-01-23,Kolkata,West Bengal,Foggy,Urban,Low,Medium,None,Distracted Driving,Tuesday,6,0,0,9,1,1,2,1,48.52,22.678001,88.522972,minor
2024-10-30,Pune,Maharashtra,Cloudy,Rural,Medium,Low,Holi,Speeding,Wednesday,17,0,1,8,4,0,3,3,56.22,18.555604,73.832027,minor
2025-10-05,Chennai,Tamil Nadu,Clear,Highway,Low,Medium,None,Poor Road Condition,Sunday,8,1,1,23,3,1,4,1,20.57,12.924095,80.093972,minor
2024-12-01,Bengaluru,Karnataka,Rainy,Rural,Low,Medium,Diwali,Distracted Driving,Sunday,23,1,0,22,5,1,2,1,95.83,12.800547,77.574232,fatal
2025-12-30,Bengaluru,Karnataka,Foggy,Highway,Medium,High,Eid,Drunk Driving,Tuesday,0,0,0,36,5,1,4,3,85.55,13.142051,77.452184,minor
2024-04-15,Pune,Maharashtra,Clear,Highway,Low,Medium,None,Speeding,Monday,6,0,0,22,6,0,4,2,39.62,18.414646,74.028219,minor
2025-07-01,Pune,Maharashtra,Clear,Highway,Medium,Medium,Holi,Over-speeding,Tuesday,11,0,0,23,3,1,3,4,68.8,18.394207,73.861982,major
2025-12-26,Pune,Maharashtra,Clear,Highway,Low,Low,Holi,Drunk Driving,Friday,10,0,1,27,2,1,3,4,97.48,18.622374,73.74486,minor
2025-03-07,Pune,Maharashtra,Foggy,Urban,Low,High,Diwali,Speeding,Friday,6,0,0,25,6,0,2,3,82.41,18.430694,73.857897,minor
2024-04-13,Hyderabad,Telangana,Clear,Rural,High,High,Diwali,Over-speeding,Saturday,6,1,0,34,4,0,1,1,48.79,17.388711,78.571677,minor
2025-01-01,Kolkata,West Bengal,Cloudy,Rural,Low,Medium,None,Over-speeding,Wednesday,15,0,0,37,3,0,1,0,29.1,22.587208,88.392535,fatal
2025-01-05,Delhi,Delhi,Foggy,Rural,Low,Low,None,Poor Road Condition,Sunday,5,1,0,17,1,0,4,4,25.61,28.429944,77.379407,fatal
2025-08-24,Pune,Maharashtra,Clear,Rural,Medium,Medium,Diwali,Distracted Driving,Sunday,17,1,1,23,3,1,2,3,33.39,18.70597,73.752526,fatal
2025-08-09,Delhi,Delhi,Clear,Urban,High,Low,Christmas,Distracted Driving,Saturday,6,1,0,14,4,0,2,1,31.72,28.726024,77.275486,minor
2025-04-29,Mumbai,Maharashtra,Rainy,Rural,Medium,Medium,None,Speeding,Tuesday,17,0,1,30,6,0,1,4,82.04,18.943586,72.960361,major
2024-06-04,Mumbai,Maharashtra,Rainy,Rural,Low,High,Holi,Speeding,Tuesday,2,0,0,40,2,0,5,1,37.17,18.990422,72.735344,minor
2024-09-14,Jaipur,Rajasthan,Foggy,Highway,High,High,None,Distracted Driving,Saturday,4,1,0,25,2,1,5,0,42.52,26.817179,75.779394,minor
2024-08-15,Chennai,Tamil Nadu,Cloudy,Urban,High,Medium,Eid,Over-speeding,Thursday,6,0,0,41,1,1,4,0,47.32,13.223914,80.19438,minor
2024-01-11,Kolkata,West Bengal,Foggy,Urban,Medium,High,None,Speeding,Thursday,17,0,1,10,2,1,3,3,64.63,22.587042,88.329358,major
2025-11-22,Pune,Maharashtra,Clear,Highway,Medium,Medium,Christmas,Speeding,Saturday,15,1,0,16,3,0,5,4,54.88,18.472125,73.733624,minor
2025-10-31,Jaipur,Rajasthan,Cloudy,Highway,High,Medium,Holi,Poor Road Condition,Friday,15,0,0,36,2,1,3,3,70.79,26.754993,75.97149,minor
2025-11-22,Bengaluru,Karnataka,Clear,Highway,High,Low,Holi,Poor Road Condition,Saturday,23,1,0,32,1,1,5,1,85.29,12.966777,77.779271,minor
2024-06-11,Bengaluru,Karnataka,Rainy,Urban,Medium,Medium,Eid,Over-speeding,Tuesday,5,0,0,33,6,0,5,1,50.34,12.997685,77.634944,minor
2025-08-05,Jaipur,Rajasthan,Rainy,Highway,High,Low,Diwali,Speeding,Tuesday,12,0,0,28,6,1,3,4,54.6,26.988282,75.690349,major
2025-04-08,Kolkata,West Bengal,Cloudy,Urban,Medium,High,Eid,Poor Road Condition,Tuesday,3,0,0,26,5,1,4,2,71.98,22.596959,88.48033,minor
2025-08-31,Delhi,Delhi,Clear,Rural,High,Medium,Diwali,Speeding,Sunday,16,1,0,32,6,1,1,1,37.22,28.702524,77.150861,major
2025-11-29,Jaipur,Rajasthan,Cloudy,Urban,Low,High,None,Poor Road Condition,Saturday,5,1,0,30,6,1,3,0,43.92,27.014151,75.733885,minor
2025-10-16,Bengaluru,Karnataka,Rainy,Rural,High,Medium,None,Drunk Driving,Thursday,21,0,0,34,1,1,2,3,55.82,13.125231,77.631135,major
2025-07-19,Pune,Maharashtra,Clear,Rural,Medium,Medium,Eid,Over-speeding,Saturday,23,1,0,15,3,0,2,2,83.19,18.692093,73.987204,major
2025-03-12,Hyderabad,Telangana,Foggy,Rural,High,High,Holi,Speeding,Wednesday,1,0,0,33,3,0,3,3,91.75,17.507099,78.358592,minor
2025-09-29,Mumbai,Maharashtra,Foggy,Highway,Medium,Low,Eid,Over-speeding,Monday,0,0,0,32,2,1,4,4,23.48,19.133861,72.828758,minor
2025-02-27,Hyderabad,Telangana,Cloudy,Urban,Medium,High,None,Poor Road Condition,Thursday,21,0,0,11,1,0,4,0,82.86,17.374338,78.647388,major
2024-04-19,Mumbai,Maharashtra,Cloudy,Urban,High,High,Christmas,Poor Road Condition,Friday,15,0,0,35,1,1,4,2,31.15,19.061758,72.95588,major
2025-05-07,Delhi,Delhi,Clear,Highway,Low,Medium,Holi,Drunk Driving,Wednesday,20,0,0,42,6,1,1,1,30.92,28.735065,77.401048,minor
2024-12-28,Pune,Maharashtra,Rainy,Rural,Low,High,None,Speeding,Saturday,8,1,1,31,4,1,3,0,87.8,18.702264,73.915539,minor
2025-11-11,Kolkata,West Bengal,Clear,Urban,High,Medium,Diwali,Poor Road Condition,Tuesday,6,0,0,21,5,0,4,1,89.6,22.690197,88.17267,fatal
2024-11-27,Jaipur,Rajasthan,Cloudy,Rural,Medium,High,Eid,Speeding,Wednesday,21,0,0,25,1,1,4,2,95.69,26.961953,75.693227,major
2024-05-31,Chennai,Tamil Nadu,Foggy,Rural,Low,Medium,Eid,Poor Road Condition,Friday,2,0,0,17,5,0,4,1,24.09,13.232861,80.263896,minor
2025-04-04,Chennai,Tamil Nadu,Cloudy,Highway,Medium,High,Diwali,Distracted Driving,Friday,1,0,0,38,3,1,5,4,20.29,12.905255,80.33899,minor
2024-09-19,Pune,Maharashtra,Rainy,Urban,Medium,Medium,Christmas,Over-speeding,Thursday,18,0,1,39,1,1,3,1,78.95,18.472608,73.973814,minor
2024-02-27,Hyderabad,Telangana,Rainy,Urban,Medium,High,Diwali,Distracted Driving,Tuesday,9,0,1,35,6,0,1,3,84.5,17.22065,78.347248,major
2024-07-06,Delhi,Delhi,Rainy,Rural,Low,Low,Holi,Over-speeding,Saturday,8,1,1,10,2,1,2,2,58.41,28.480091,77.172308,minor
2024-11-16,Bengaluru,Karnataka,Foggy,Rural,High,Low,Diwali,Over-speeding,Saturday,10,1,1,16,5,0,1,0,27.67,13.01148,77.608895,fatal
2024-04-08,Hyderabad,Telangana,Foggy,Highway,Low,High,Diwali,Drunk Driving,Monday,9,0,1,12,2,1,5,3,54.64,17.542965,78.561851,minor
2024-12-13,Mumbai,Maharashtra,Rainy,Highway,Medium,Low,Eid,Distracted Driving,Friday,12,0,0,9,6,0,3,1,61.02,19.113091,72.96733,minor
2024-10-29,Kolkata,West Bengal,Rainy,Urban,Low,Medium,Holi,Speeding,Tuesday,12,0,0,13,1,0,4,4,76.58,22.715818,88.185859,major
2024-02-09,Pune,Maharashtra,Cloudy,Urban,Low,Low,Christmas,Distracted Driving,Friday,11,0,0,31,2,0,2,2,53.59,18.500882,73.992314,fatal
2025-02-03,Kolkata,West Bengal,Clear,Highway,Low,High,Christmas,Drunk Driving,Monday,0,0,0,29,2,1,5,1,38.11,22.618031,88.363351,major
2025-03-12,Bengaluru,Karnataka,Cloudy,Highway,Medium,High,Holi,Distracted Driving,Wednesday,18,0,1,8,5,1,2,1,72.46,13.057029,77.608412,minor
2025-01-20,Mumbai,Maharashtra,Cloudy,Rural,Medium,Low,Eid,Poor Road Condition,Monday,19,0,1,22,6,1,3,2,64.81,19.124561,72.723587,major
2024-12-01,Chennai,Tamil Nadu,Cloudy,Rural,Medium,High,Diwali,Over-speeding,Sunday,9,1,1,16,5,1,3,1,77.48,13.12748,80.336378,major
2025-07-28,Jaipur,Rajasthan,Cloudy,Highway,High,Low,Holi,Drunk Driving,Monday,17,0,1,33,6,0,5,4,79.09,26.988981,75.886977,minor
2024-04-01,Pune,Maharashtra,Cloudy,Rural,Low,High,Christmas,Distracted Driving,Monday,9,0,1,20,2,1,4,2,97.02,18.695423,74.003985,minor
2025-01-02,Hyderabad,Telangana,Rainy,Urban,Low,Medium,None,Over-speeding,Thursday,1,0,0,33,2,1,3,2,44.86,17.289,78.51297,minor
2025-06-28,Bengaluru,Karnataka,Cloudy,Highway,Low,Low,Eid,Poor Road Condition,Saturday,23,1,0,41,1,0,1,0,77.1,12.898437,77.740712,minor
2024-08-12,Hyderabad,Telangana,Rainy,Rural,Medium,Medium,Christmas,Distracted Driving,Monday,6,0,0,30,1,1,2,2,91.95,17.543231,78.310754,fatal
2024-02-20,Delhi,Delhi,Clear,Highway,Low,High,None,Speeding,Tuesday,1,0,0,36,3,0,2,3,72.19,28.433074,77.336133,minor
2024-02-24,Mumbai,Maharashtra,Clear,Highway,Low,Low,Eid,Over-speeding,Saturday,7,1,0,27,6,1,4,2,50.57,19.187733,73.069566,fatal
2025-09-27,Jaipur,Rajasthan,Foggy,Highway,Medium,Medium,Holi,Poor Road Condition,Saturday,12,1,0,32,2,0,5,3,89.39,26.81452,75.87474,minor
2024-11-06,Hyderabad,Telangana,Clear,Urban,High,High,Eid,Poor Road Condition,Wednesday,15,0,0,11,3,1,1,3,29.02,17.252431,78.655575,major
2025-08-03,Pune,Maharashtra,Clear,Highway,Medium,High,Eid,Over-speeding,Sunday,0,1,0,13,3,1,2,0,42.09,18.589377,73.920625,minor
2024-09-11,Chennai,Tamil Nadu,Foggy,Highway,High,Medium,Holi,Drunk Driving,Wednesday,3,0,0,20,2,0,1,4,70.4,12.919272,80.343849,minor
2025-09-12,Kolkata,West Bengal,Rainy,Rural,High,High,None,Speeding,Friday,19,0,1,14,1,0,5,2,80.21,22.684243,88.489413,minor
2024-05-23,Pune,Maharashtra,Foggy,Rural,Medium,Medium,Eid,Distracted Driving,Thursday,7,0,0,31,2,1,5,4,95.26,18.686807,73.869499,minor
2025-02-17,Bengaluru,Karnataka,Clear,Urban,Medium,Low,Holi,Poor Road Condition,Monday,16,0,0,19,5,0,5,3,68.69,12.974986,77.411441,major
2025-08-14,Kolkata,West Bengal,Clear,Rural,Low,High,None,Distracted Driving,Thursday,22,0,0,8,6,0,1,2,68.41,22.745196,88.452699,minor
2024-01-09,Pune,Maharashtra,Foggy,Rural,Medium,Low,Diwali,Distracted Driving,Tuesday,14,0,0,40,2,0,4,1,64.48,18.546756,73.770162,major
2024-01-10,Hyderabad,Telangana,Cloudy,Rural,Low,Medium,Holi,Speeding,Wednesday,11,0,0,16,3,1,4,2,93.47,17.246776,78.585424,minor
2025-08-17,Hyderabad,Telangana,Rainy,Rural,Medium,Low,Christmas,Over-speeding,Sunday,11,1,0,26,2,0,5,0,43.17,17.450318,78.425863,minor
2024-08-26,Kolkata,West Bengal,Clear,Highway,Low,Medium,Christmas,Speeding,Monday,5,0,0,38,4,0,2,2,40.04,22.739915,88.275743,minor
2024-08-14,Jaipur,Rajasthan,Rainy,Urban,Low,High,Diwali,Drunk Driving,Wednesday,6,0,0,22,1,1,1,3,68.92,26.9477,75.782309,fatal
2024-06-03,Hyderabad,Telangana,Cloudy,Highway,Medium,High,Holi,Drunk Driving,Monday,11,0,0,40,4,1,3,0,80.81,17.202284,78.567519,major
2024-09-19,Jaipur,Rajasthan,Clear,Highway,Medium,Medium,Diwali,Over-speeding,Thursday,13,0,0,23,6,1,1,0,81.6,26.971664,75.615128,minor
2024-03-08,Hyderabad,Telangana,Clear,Urban,High,Medium,Eid,Drunk Driving,Friday,23,0,0,38,5,1,1,1,39.01,17.334001,78.644546,minor
2025-01-22,Pune,Maharashtra,Rainy,Urban,Low,Low,Christmas,Speeding,Wednesday,12,0,0,13,5,1,2,1,38.67,18.629137,73.720119,minor
2025-03-25,Chennai,Tamil Nadu,Cloudy,Highway,High,Medium,None,Speeding,Tuesday,16,0,0,21,6,0,4,4,64.29,13.125458,80.281588,fatal
2024-09-11,Chennai,Tamil Nadu,Rainy,Highway,High,Medium,Diwali,Poor Road Condition,Wednesday,21,0,0,29,5,1,3,4,26.23,13.263798,80.268117,major
2025-07-16,Hyderabad,Telangana,Rainy,Highway,Medium,Low,Diwali,Distracted Driving,Wednesday,0,0,0,10,1,0,5,4,47.8,17.374414,78.393562,minor
2024-03-30,Mumbai,Maharashtra,Clear,Highway,Low,Medium,Holi,Speeding,Saturday,20,1,0,21,1,0,3,0,82.87,19.030181,72.891355,major
2025-03-15,Kolkata,West Bengal,Clear,Highway,Medium,High,Eid,Drunk Driving,Saturday,18,1,1,23,6,0,4,1,28.43,22.446915,88.25184,minor
2025-10-10,Bengaluru,Karnataka,Foggy,Rural,Medium,Low,Christmas,Drunk Driving,Friday,4,0,0,14,3,0,5,2,27.64,13.083553,77.465213,fatal
2025-09-07,Delhi,Delhi,Foggy,Highway,Low,Medium,None,Distracted Driving,Sunday,15,1,0,34,3,1,2,0,90.46,28.503085,77.291233,minor
2025-09-29,Delhi,Delhi,Rainy,Urban,Medium,Medium,None,Speeding,Monday,13,0,0,24,2,0,5,2,30.46,28.428737,77.323082,major
2025-12-25,Chennai,Tamil Nadu,Clear,Urban,High,Low,None,Drunk Driving,Thursday,0,0,0,9,3,1,5,1,95.45,13.078468,80.193516,minor
2025-04-19,Hyderabad,Telangana,Rainy,Rural,Low,Medium,Eid,Drunk Driving,Saturday,22,1,0,17,6,1,4,2,69.52,17.405947,78.38368,major
2024-04-02,Hyderabad,Telangana,Clear,Urban,Medium,Low,Eid,Distracted Driving,Tuesday,19,0,1,33,1,1,2,2,67.74,17.497234,78.483312,major
2024-11-22,Kolkata,West Bengal,Foggy,Urban,High,Medium,Holi,Poor Road Condition,Friday,14,0,0,32,4,0,5,3,23.53,22.495034,88.402848,major
2024-01-06,Kolkata,West Bengal,Clear,Rural,Medium,Low,Diwali,Poor Road Condition,Saturday,20,1,0,35,5,1,2,3,63.44,22.759988,88.445021,major
2024-11-20,Kolkata,West Bengal,Clear,Rural,Low,High,None,Over-speeding,Wednesday,12,0,0,26,5,0,1,3,89.93,22.520084,88.442865,fatal
2025-11-05,Chennai,Tamil Nadu,Clear,Rural,High,High,Christmas,Poor Road Condition,Wednesday,3,0,0,19,5,1,4,1,56.42,13.25681,80.16185,minor
2025-05-11,Jaipur,Rajasthan,Clear,Highway,Low,Medium,Holi,Over-speeding,Sunday,16,1,0,21,1,1,2,0,27.95,26.977259,75.944429,minor
2024-09-04,Hyderabad,Telangana,Clear,Urban,Medium,Medium,Diwali,Speeding,Wednesday,8,0,1,37,2,0,1,0,96.81,17.312749,78.438018,minor
2025-04-08,Jaipur,Rajasthan,Foggy,Urban,High,Low,Holi,Poor Road Condition,Tuesday,18,0,1,20,6,1,2,0,25.64,26.799072,75.748241,fatal
2024-08-07,Chennai,Tamil Nadu,Foggy,Rural,Medium,Medium,Eid,Distracted Driving,Wednesday,18,0,1,40,5,1,4,3,28.14,13.057773,80.425776,minor
2025-01-03,Jaipur,Rajasthan,Foggy,Rural,Low,Low,Diwali,Speeding,Friday,3,0,0,8,1,1,5,0,21.56,26.821231,75.792068,major
2025-10-09,Mumbai,Maharashtra,Cloudy,Urban,High,Low,Eid,Distracted Driving,Thursday,7,0,0,35,1,0,2,0,26.46,19.156378,72.786877,major
2025-11-20,Mumbai,Maharashtra,Rainy,Urban,Medium,Medium,Holi,Speeding,Thursday,23,0,0,11,1,0,1,3,24.1,18.968468,72.977536,minor
2025-08-21,Hyderabad,Telangana,Rainy,Urban,High,Medium,None,Over-speeding,Thursday,15,0,0,25,3,1,3,0,66.35,17.550488,78.375577,minor
2024-06-15,Bengaluru,Karnataka,Rainy,Urban,Medium,Medium,None,Poor Road Condition,Saturday,20,1,0,42,1,0,4,0,85.18,13.04727,77.561595,minor
2025-09-05,Kolkata,West Bengal,Clear,Urban,Medium,Medium,Christmas,Poor Road Condition,Friday,23,0,0,25,4,0,3,1,48.29,22.44273,88.182582,minor
2025-12-29,Hyderabad,Telangana,Foggy,Rural,High,High,Christmas,Drunk Driving,Monday,3,0,0,22,4,1,4,4,77.94,17.473415,78.591453,minor
2025-09-26,Jaipur,Rajasthan,Foggy,Urban,High,Low,Holi,Distracted Driving,Friday,15,0,0,40,5,0,1,3,78.08,26.83563,75.933424,minor
2025-10-03,Mumbai,Maharashtra,Foggy,Highway,High,Low,Diwali,Drunk Driving,Friday,16,0,0,10,3,0,3,2,71.21,19.061176,73.050401,fatal
2024-12-17,Bengaluru,Karnataka,Clear,Highway,Low,Low,None,Drunk Driving,Tuesday,9,0,1,35,1,1,4,4,87.69,12.802019,77.618893,fatal
2024-07-27,Kolkata,West Bengal,Rainy,Rural,Medium,High,Eid,Poor Road Condition,Saturday,19,1,1,24,4,1,3,0,47.22,22.572569,88.362201,minor
2025-10-29,Kolkata,West Bengal,Rainy,Highway,High,High,Eid,Distracted Driving,Wednesday,10,0,1,41,2,0,4,1,93.79,22.570477,88.463448,minor
2024-05-31,Kolkata,West Bengal,Rainy,Urban,Low,Medium,None,Drunk Driving,Friday,20,0,0,13,4,0,4,2,58.49,22.633609,88.257032,minor
2025-07-21,Bengaluru,Karnataka,Cloudy,Highway,High,High,None,Drunk Driving,Monday,6,0,0,19,1,0,2,4,58.63,13.152166,77.669496,major
2024-07-26,Delhi,Delhi,Rainy,Urban,Low,Medium,Eid,Over-speeding,Friday,13,0,0,30,2,0,3,1,67.8,28.471888,77.192627,major
2024-06-05,Hyderabad,Telangana,Clear,Rural,High,Medium,None,Distracted Driving,Wednesday,22,0,0,30,5,0,4,1,26.03,17.224427,78.296945,minor
2025-12-29,Mumbai,Maharashtra,Foggy,Rural,High,Low,Eid,Speeding,Monday,4,0,0,20,4,0,5,1,57.62,18.920448,72.995716,minor
2025-01-01,Pune,Maharashtra,Foggy,Rural,Low,Medium,Diwali,Drunk Driving,Wednesday,22,0,0,18,5,0,1,4,36.8,18.566369,73.919063,major
